,조사연도,가구고유번호,수도권여부,가구주_성별코드,가구원수,노인가구코드,조손가구코드,한부모가구코드,다문화가구코드,장애인가구코드,교육정도_통합코드,동거코드,산업대분류코드,직업대분류코드,만연령,종사상지위코드,혼인상태코드,입주형태통합코드,전용면적규모코드,주택종류통합코드,부채보유여부,자산금액,부채금액,근로소득,사업소득,재산소득
8872,2016,464200301,비수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,G,5,38,"기타 종사자(실적급의 보험설계사, 대리 운전기사, 학습지 방문 교사 등)",미혼,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,18255,0,0,2800,0
8873,2016,464200311,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,76,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,132.2㎡ 이상,단독주택,부채 미보유,20521,0,0,0,471
8874,2016,464200321,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,82,"기타(무직자, 가사, 학생 등)",사별,기타,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,1020,0,0,0,20
8875,2016,464200371,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,J,7,31,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,17441,3524,5360,0,0
8876,2016,464200381,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,O,3,42,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,11780,0,2650,0,0
8877,2016,464504311,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,L,9,75,상용근로자,이혼,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,14250,0,1899,0,60
8878,2016,464504361,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,0,0,28,"기타(무직자, 가사, 학생 등)",배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,7750,0,3750,0,0
8879,2016,464504371,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,7,42,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,21051,0,6250,0,0
8880,2016,464504381,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,E,9,66,상용근로자,배우자있음,자기집,132.2㎡ 이상,단독주택,부채 보유,14758,1600,2400,0,0
8881,2016,465200211,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,68,"기타(무직자, 가사, 학생 등)",사별,기타,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,2500,0,0,0,0
8882,2016,465200231,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,8,41,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,33220,10330,6800,0,0
8883,2016,465200241,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,3,42,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,46770,0,7300,0,0
8884,2016,465200271,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,K,3,56,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,31560,10760,4500,600,0
8885,2016,465200281,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,75,"기타(무직자, 가사, 학생 등)",사별,자기집,49.6㎡ 미만,기타,부채 미보유,26000,0,0,0,100
8886,2016,465200331,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,다문화 가구,그 외 가구,고등학교 졸업,같이 살고 있음,A,6,49,고용원이 없는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,23290,0,0,600,0
8887,2016,465200341,비수도권,남자,6,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,대학졸업 이상,같이 살고 있음,F,1,41,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,10807,60,3300,0,0
8888,2016,465200351,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,F,7,58,고용원이 없는 자영업자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,5877,0,3080,1200,0
8889,2016,465502231,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,7,38,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,14704,250,3400,0,0
8890,2016,465502241,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,61,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,50286,0,0,0,140
8891,2016,465502261,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,0,0,82,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,16036,0,180,0,0
8892,2016,465504331,비수도권,여자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,I,4,53,임시.일용근로자,배우자있음,월세,49.6㎡ 미만,아파트,부채 보유,4097,2050,1325,0,0
8893,2016,465504341,비수도권,남자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,71,"기타(무직자, 가사, 학생 등)",이혼,월세,49.6㎡ 미만,아파트,부채 미보유,403,0,0,0,0
8894,2016,465504351,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,P,2,60,상용근로자,배우자있음,기타,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,84560,0,8167,0,0
8895,2016,466200201,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,F,8,47,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,15620,0,3700,0,0
8896,2016,466200231,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,L,2,66,고용원이 없는 자영업자,배우자있음,자기집,132.2㎡ 이상,단독주택,부채 보유,172170,19200,0,5000,3200
8897,2016,466200271,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,0,0,64,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,92730,7000,0,0,600
8898,2016,466200281,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,F,7,51,임시.일용근로자,배우자있음,월세,49.6㎡ 미만,아파트,부채 보유,6548,2000,2400,0,0
8899,2016,466200331,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,H,8,59,고용원이 없는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,29516,400,0,2800,20
8900,2016,466200341,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,A,6,67,고용원이 없는 자영업자,배우자있음,기타,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,13530,0,0,500,20
8901,2016,466200351,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,7,33,상용근로자,배우자있음,전세,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,17500,0,4200,0,0
8902,2016,466200381,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,A,6,53,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 보유,626963,120229,3400,6500,9456
8903,2016,466504331,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,따로 살고 있음(직장),C,2,52,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,48200,11640,8000,0,0
8904,2016,466504341,비수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,중학교 졸업,1인 가구,0,0,63,"기타(무직자, 가사, 학생 등)",이혼,기타,49.6㎡ 미만,단독주택,부채 미보유,15,0,0,0,0
8905,2016,466504351,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,F,3,44,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,15109,216,8100,0,0
8906,2016,466504361,비수도권,남자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,73,"기타(무직자, 가사, 학생 등)",사별,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,9796,0,0,0,164
8907,2016,467200211,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,G,1,43,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,28360,5100,10300,0,20
8908,2016,467200221,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,0,0,89,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,25110,0,0,0,0
8909,2016,467200301,비수도권,여자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,0,0,62,"기타(무직자, 가사, 학생 등)",미혼,전세,49.6㎡ 미만,단독주택,부채 미보유,1450,0,0,0,0
8910,2016,467200311,비수도권,남자,5,그 외 가구,그 외 가구,한부모 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,A,6,72,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,15897,0,700,1000,7
8911,2016,467200351,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,같이 살고 있음,F,9,60,임시.일용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,12740,0,4180,0,42
8912,2016,467200391,비수도권,여자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,A,6,59,고용원이 없는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,54160,32000,2000,7450,0
8913,2016,467502211,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,N,7,34,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,31084,12720,4800,0,0
8914,2016,467502221,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,H,3,63,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,54135,1900,4500,0,0
8915,2016,467502231,비수도권,남자,3,그 외 가구,그 외 가구,한부모 가구,그 외 가구,장애인가구,중학교 졸업,같이 살고 있음,L,9,48,상용근로자,이혼,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,17083,10800,2400,0,0
8916,2016,467502241,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,0,0,69,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 미보유,63395,0,4000,4000,443
8917,2016,467502251,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,7,33,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,41310,4600,7600,0,0
8918,2016,467502261,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,7,41,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,55990,37032,6600,0,0
8919,2016,467502271,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,G,2,33,상용근로자,배우자있음,월세,49.6㎡ 미만,아파트,부채 보유,5931,200,1800,0,30
8920,2016,467504341,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,74,"기타(무직자, 가사, 학생 등)",사별,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,3870,0,0,0,4
8921,2016,467504351,비수도권,여자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,같이 살고 있음,A,6,57,고용원이 없는 자영업자,사별,기타,49.6㎡ 미만,단독주택,부채 미보유,806,0,200,180,0
8922,2016,467504361,비수도권,여자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,A,6,63,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,17556,0,3840,200,0
8923,2016,467504371,비수도권,남자,6,그 외 가구,그 외 가구,그 외 가구,다문화 가구,장애인가구,초등학교 졸업,같이 살고 있음,A,6,66,고용원이 있는 자영업자,배우자있음,자기집,132.2㎡ 이상,단독주택,부채 미보유,26220,0,0,10000,98
8924,2016,468200301,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,A,6,79,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,9740,0,0,1300,54
8925,2016,468200311,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,같이 살고 있음,0,0,75,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,8340,0,0,0,170
8926,2016,468504351,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,A,6,68,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 보유,13600,1000,0,5000,0
8927,2016,468504361,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,C,9,67,임시.일용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,연립 및 다세대,부채 보유,7117,5132,3048,0,0
8928,2016,468504371,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,I,4,75,고용원이 없는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,49020,0,0,1600,0
8929,2016,468504381,비수도권,여자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,초등학교 졸업,같이 살고 있음,N,9,60,임시.일용근로자,배우자있음,월세,49.6㎡ 미만,아파트,부채 보유,6535,50,1080,0,0
8930,2016,469200301,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,대학졸업 이상,같이 살고 있음,R,4,47,고용원이 없는 자영업자,미혼,월세,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,1473,0,0,2000,0
8931,2016,469200311,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,5,43,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,5019,1343,4440,0,0
8932,2016,469200321,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,85,"기타(무직자, 가사, 학생 등)",사별,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,3100,0,0,0,0
8933,2016,469200331,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,A,6,69,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,12880,0,0,100,552
8934,2016,469200341,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,76,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,37800,0,0,0,720
8935,2016,469200351,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,75,"기타(무직자, 가사, 학생 등)",사별,전세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,6030,0,0,0,62
8936,2016,469200391,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,83,"기타(무직자, 가사, 학생 등)",사별,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,4400,0,0,0,212
8937,2016,469504351,비수도권,여자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,Q,2,48,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,17872,7980,5700,0,0
8938,2016,469504371,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,G,8,38,상용근로자,배우자있음,기타,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,11197,8000,4100,0,0
8939,2016,470200331,비수도권,남자,2,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,73,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,21452,0,0,0,35
8940,2016,470200341,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,3,42,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,6280,1300,3992,0,0
8941,2016,470200371,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,7,41,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,37197,850,5000,3300,0
8942,2016,470201331,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,E,9,43,임시.일용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,8401,0,1440,0,0
8943,2016,470201351,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,같이 살고 있음,A,6,72,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 미보유,33149,0,30,800,180
8944,2016,470201371,비수도권,남자,3,그 외 가구,조손가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,0,0,70,"기타(무직자, 가사, 학생 등)",배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 미보유,12795,0,0,0,0
8945,2016,470201381,비수도권,남자,6,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,A,6,54,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 보유,187935,5445,0,10000,0
8946,2016,470201391,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,같이 살고 있음,C,9,57,고용원이 없는 자영업자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,단독주택,부채 보유,58330,15200,1200,5000,0
8947,2016,470400301,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,Q,2,39,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,21754,110,5900,0,0
8948,2016,470500301,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,C,8,28,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,24506,6000,4200,0,0
8949,2016,470505361,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,86,"기타(무직자, 가사, 학생 등)",사별,월세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,10,0,0,0,0
8950,2016,470505371,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,장애인가구,고등학교 졸업,같이 살고 있음,O,9,73,임시.일용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,785,0,640,0,0
8951,2016,470505381,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,I,4,43,고용원이 있는 자영업자,배우자있음,자기집,132.2㎡ 이상,아파트,부채 보유,52390,19100,0,5200,0
8952,2016,470600301,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,7,32,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,연립 및 다세대,부채 보유,2784,1296,2040,0,0
8953,2016,470600311,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,P,2,67,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,72110,500,1600,0,700
8954,2016,470600321,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,C,7,47,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,28590,5800,10000,0,0
8955,2016,470600331,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,S,7,49,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,12050,1725,3620,0,1
8956,2016,470600351,비수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,H,8,56,고용원이 없는 자영업자,이혼,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,17632,140,0,1800,0
8957,2016,470600361,비수도권,남자,6,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,I,4,45,고용원이 있는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,23250,5050,1200,7800,0
8958,2016,470600371,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,A,3,44,상용근로자,배우자있음,월세,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 보유,17650,4080,4000,0,540
8959,2016,470600381,비수도권,여자,1,노인가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,초등학교 졸업,1인 가구,0,0,84,"기타(무직자, 가사, 학생 등)",사별,자기집,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,15500,0,0,0,0
8960,2016,470600391,비수도권,남자,2,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,H,2,35,상용근로자,미혼,기타,49.6㎡ ~ 86.0㎡ 미만,단독주택,부채 미보유,14240,0,2800,0,0
8961,2016,471200301,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,H,9,32,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,35914,9919,9400,0,0
8962,2016,471200331,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,Q,2,43,고용원이 있는 자영업자,배우자있음,자기집,132.2㎡ 이상,아파트,부채 미보유,198500,0,0,20000,0
8963,2016,471200371,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,같이 살고 있음,I,4,37,고용원이 없는 자영업자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 보유,34516,13000,0,4000,0
8964,2016,471201311,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,중학교 졸업,같이 살고 있음,P,2,58,상용근로자,배우자있음,자기집,49.6㎡ ~ 86.0㎡ 미만,아파트,부채 미보유,34451,0,6160,0,108
8965,2016,471201321,비수도권,남자,3,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,O,3,34,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 미보유,20003,0,5280,0,0
8966,2016,471201351,비수도권,남자,1,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,고등학교 졸업,1인 가구,F,9,37,임시.일용근로자,이혼,기타,86.0㎡ ~ 132.2㎡ 미만,연립 및 다세대,부채 미보유,460,0,3000,0,0
8967,2016,471201361,비수도권,남자,4,그 외 가구,그 외 가구,그 외 가구,그 외 가구,그 외 가구,대학졸업 이상,같이 살고 있음,M,7,43,상용근로자,배우자있음,자기집,86.0㎡ ~ 132.2㎡ 미만,아파트,부채 보유,22720,1000,6300,0,0
